"t1_60_ico_bin_ppm","t1_60_ico_nat_ppm","t1_60_ico_zf_ppm","t2_60_ico_bin_ppm","t2_60_ico_nat_ppm","t2_60_ico_zf_ppm","t2_400_ico_bin_ppm","t2_400_ico_pbin_ppm","t2_400_ico_nat_ppm","t2_400_ico_zf_ppm"
"10.2308","0.260955","-0.407147","10.231","0.260763","-0.407367","8.07274","-1.91031","-3.0331","-3.14297"
"10.2808","0.266894","-0.404177","10.281","0.266702","-0.404397","8.12285","-1.90437","-3.03212","-3.14248"
"10.3308","0.272833","-0.401208","10.3311","0.27264","-0.401428","8.17297","-1.89843","-3.03114","-3.14199"
"10.3809","0.278771","-0.398239","10.3811","0.278579","-0.398458","8.22308","-1.89249","-3.03017","-3.1415"
"10.4309","0.28471","-0.395269","10.4311","0.284518","-0.395489","8.27319","-1.88655","-3.02919","-3.14101"
"10.4809","0.290649","-0.3923","10.4811","0.290457","-0.392519","8.32331","-1.88061","-3.02821","-3.14053"
"10.5309","0.296587","-0.389331","10.5312","0.296396","-0.38955","8.37342","-1.87467","-3.02724","-3.14004"
"10.581","0.302526","-0.386361","10.5812","0.302335","-0.38658","8.42354","-1.86872","-3.02626","-3.13955"
"10.631","0.308465","-0.383392","10.6312","0.308274","-0.383611","8.47365","-1.86278","-3.02528","-3.13906"
"10.681","0.314403","-0.380423","10.6813","0.314213","-0.380641","8.52376","-1.85684","-3.02431","-3.13857"
"10.7311","0.320342","-0.377453","10.7313","0.320152","-0.377672","8.57388","-1.8509","-3.02333","-3.13808"
"10.7811","0.326281","-0.374484","10.7813","0.326091","-0.374702","8.62399","-1.84496","-3.02235","-3.1376"
"10.8311","0.33222","-0.371515","10.8313","0.33203","-0.371733","8.6741","-1.83902","-3.02138","-3.13711"
"10.8811","0.338158","-0.368545","10.8814","0.337969","-0.368764","8.72422","-1.83308","-3.0204","-3.13662"
"10.9312","0.344097","-0.365576","10.9314","0.343908","-0.365794","8.77433","-1.82714","-3.01942","-3.13613"
"10.9812","0.350036","-0.362607","10.9814","0.349846","-0.362825","8.82445","-1.8212","-3.01845","-3.13564"
"11.0312","0.355974","-0.359637","11.0315","0.355785","-0.359855","8.87456","-1.81526","-3.01747","-3.13515"
"11.0812","0.361913","-0.356668","11.0815","0.361724","-0.356886","8.92467","-1.80932","-3.01649","-3.13467"
"","0.367852","-0.353698","","0.367663","-0.353916","8.97479","-1.80338","-3.01552","-3.13418"
"","0.37379","-0.350729","","0.373602","-0.350947","9.0249","-1.79744","-3.01454","-3.13369"
"","0.379729","-0.34776","","0.379541","-0.347977","9.07501","-1.7915","-3.01356","-3.1332"
"","0.385668","-0.34479","","0.38548","-0.345008","9.12513","-1.78556","-3.01259","-3.13271"
"","0.391606","-0.341821","","0.391419","-0.342038","9.17524","-1.77962","-3.01161","-3.13223"
"","0.397545","-0.338852","","0.397358","-0.339069","9.22535","-1.77368","-3.01063","-3.13174"
"","0.403484","-0.335882","","0.403297","-0.336099","9.27547","-1.76774","-3.00966","-3.13125"
"","0.409422","-0.332913","","0.409236","-0.33313","9.32558","-1.7618","-3.00868","-3.13076"
"","0.415361","-0.329944","","0.415175","-0.33016","9.3757","-1.75586","-3.0077","-3.13027"
"","0.4213","-0.326974","","0.421114","-0.327191","9.42581","-1.74992","-3.00673","-3.12978"
"","0.427238","-0.324005","","0.427052","-0.324222","9.47592","-1.74398","-3.00575","-3.1293"
"","0.433177","-0.321036","","0.432991","-0.321252","9.52604","-1.73804","-3.00478","-3.12881"
"","0.439116","-0.318066","","0.43893","-0.318283","9.57615","-1.7321","-3.0038","-3.12832"
"","0.445054","-0.315097","","0.444869","-0.315313","9.62626","-1.72616","-3.00282","-3.12783"
"","0.450993","-0.312128","","0.450808","-0.312344","9.67638","-1.72022","-3.00185","-3.12734"
"","0.456932","-0.309158","","0.456747","-0.309374","9.72649","-1.71428","-3.00087","-3.12685"
"","0.462871","-0.306189","","0.462686","-0.306405","9.7766","-1.70833","-2.99989","-3.12637"
"","0.468809","-0.30322","","0.468625","-0.303435","9.82672","-1.70239","-2.99892","-3.12588"
"","0.474748","-0.30025","","0.474564","-0.300466","9.87683","-1.69645","-2.99794","-3.12539"
"","0.480687","-0.297281","","0.480503","-0.297496","9.92695","-1.69051","-2.99696","-3.1249"
"","0.486625","-0.294312","","0.486442","-0.294527","9.97706","-1.68457","-2.99599","-3.12441"
"","0.492564","-0.291342","","0.492381","-0.291557","10.0272","-1.67863","-2.99501","-3.12392"
"","0.498503","-0.288373","","0.49832","-0.288588","10.0773","-1.67269","-2.99403","-3.12344"
"","0.504441","-0.285404","","0.504259","-0.285619","10.1274","-1.66675","-2.99306","-3.12295"
"","0.51038","-0.282434","","0.510197","-0.282649","10.1775","-1.66081","-2.99208","-3.12246"
"","0.516319","-0.279465","","0.516136","-0.27968","10.2276","-1.65487","-2.9911","-3.12197"
"","0.522257","-0.276496","","0.522075","-0.27671","10.2777","-1.64893","-2.99013","-3.12148"
"","0.528196","-0.273526","","0.528014","-0.273741","10.3279","-1.64299","-2.98915","-3.12099"
"","0.534135","-0.270557","","0.533953","-0.270771","10.378","-1.63705","-2.98817","-3.12051"
"","0.540073","-0.267588","","0.539892","-0.267802","10.4281","-1.63111","-2.9872","-3.12002"
"","0.546012","-0.264618","","0.545831","-0.264832","10.4782","-1.62517","-2.98622","-3.11953"
"","0.551951","-0.261649","","0.55177","-0.261863","10.5283","-1.61923","-2.98524","-3.11904"
"","0.557889","-0.25868","","0.557709","-0.258893","10.5784","-1.61329","-2.98427","-3.11855"
"","0.563828","-0.25571","","0.563648","-0.255924","10.6285","-1.60735","-2.98329","-3.11806"
"","0.569767","-0.252741","","0.569587","-0.252954","10.6787","-1.60141","-2.98231","-3.11758"
"","0.575706","-0.249772","","0.575526","-0.249985","10.7288","-1.59547","-2.98134","-3.11709"
"","0.581644","-0.246802","","0.581465","-0.247016","10.7789","-1.58953","-2.98036","-3.1166"
"","0.587583","-0.243833","","0.587403","-0.244046","10.829","-1.58359","-2.97938","-3.11611"
"","0.593522","-0.240863","","0.593342","-0.241077","10.8791","-1.57765","-2.97841","-3.11562"
"","0.59946","-0.237894","","0.599281","-0.238107","10.9292","-1.57171","-2.97743","-3.11514"
"","0.605399","-0.234925","","0.60522","-0.235138","10.9793","-1.56577","-2.97645","-3.11465"
"","0.611338","-0.231955","","0.611159","-0.232168","11.0294","-1.55983","-2.97548","-3.11416"
"","0.617276","-0.228986","","0.617098","-0.229199","11.0796","-1.55388","-2.9745","-3.11367"
"","0.623215","-0.226017","","0.623037","-0.226229","11.1297","-1.54794","-2.97352","-3.11318"
"","0.629154","-0.223047","","0.628976","-0.22326","11.1798","-1.542","-2.97255","-3.11269"
"","0.635092","-0.220078","","0.634915","-0.22029","11.2299","-1.53606","-2.97157","-3.11221"
"","0.641031","-0.217109","","0.640854","-0.217321","11.28","-1.53012","-2.97059","-3.11172"
"","0.64697","-0.214139","","0.646793","-0.214351","11.3301","-1.52418","-2.96962","-3.11123"
"","0.652908","-0.21117","","0.652732","-0.211382","11.3802","-1.51824","-2.96864","-3.11074"
"","0.658847","-0.208201","","0.658671","-0.208413","11.4304","-1.5123","-2.96766","-3.11025"
"","0.664786","-0.205231","","0.66461","-0.205443","11.4805","-1.50636","-2.96669","-3.10976"
"","0.670724","-0.202262","","0.670548","-0.202474","11.5306","-1.50042","-2.96571","-3.10928"
"","0.676663","-0.199293","","0.676487","-0.199504","11.5807","-1.49448","-2.96473","-3.10879"
"","0.682602","-0.196323","","0.682426","-0.196535","11.6308","-1.48854","-2.96376","-3.1083"
"","0.688541","-0.193354","","0.688365","-0.193565","11.6809","-1.4826","-2.96278","-3.10781"
"","0.694479","-0.190385","","0.694304","-0.190596","11.731","-1.47666","-2.9618","-3.10732"
"","0.700418","-0.187415","","0.700243","-0.187626","11.7812","-1.47072","-2.96083","-3.10683"
"","0.706357","-0.184446","","0.706182","-0.184657","11.8313","-1.46478","-2.95985","-3.10635"
"","0.712295","-0.181477","","0.712121","-0.181687","11.8814","-1.45884","-2.95887","-3.10586"
"","0.718234","-0.178507","","0.71806","-0.178718","11.9315","-1.4529","-2.9579","-3.10537"
"","0.724173","-0.175538","","0.723999","-0.175748","11.9816","-1.44696","-2.95692","-3.10488"
"","0.730111","-0.172569","","0.729938","-0.172779","12.0317","-1.44102","-2.95595","-3.10439"
"","0.73605","-0.169599","","0.735877","-0.16981","12.0818","-1.43508","-2.95497","-3.1039"
"","0.741989","-0.16663","","0.741816","-0.16684","12.1319","-1.42914","-2.95399","-3.10342"
"","0.747927","-0.163661","","0.747754","-0.163871","12.1821","-1.4232","-2.95302","-3.10293"
"","0.753866","-0.160691","","0.753693","-0.160901","12.2322","-1.41726","-2.95204","-3.10244"
"","0.759805","-0.157722","","0.759632","-0.157932","12.2823","-1.41132","-2.95106","-3.10195"
"","0.765743","-0.154753","","0.765571","-0.154962","12.3324","-1.40538","-2.95009","-3.10146"
"","0.771682","-0.151783","","0.77151","-0.151993","12.3825","-1.39943","-2.94911","-3.10097"
"","0.777621","-0.148814","","0.777449","-0.149023","12.4326","-1.39349","-2.94813","-3.10049"
"","0.783559","-0.145845","","0.783388","-0.146054","12.4827","-1.38755","-2.94716","-3.1"
"","0.789498","-0.142875","","0.789327","-0.143084","12.5329","-1.38161","-2.94618","-3.09951"
"","0.795437","-0.139906","","0.795266","-0.140115","12.583","-1.37567","-2.9452","-3.09902"
"","0.801376","-0.136937","","0.801205","-0.137145","12.6331","-1.36973","-2.94423","-3.09853"
"","0.807314","-0.133967","","0.807144","-0.134176","12.6832","-1.36379","-2.94325","-3.09805"
"","0.813253","-0.130998","","0.813083","-0.131206","12.7333","-1.35785","-2.94227","-3.09756"
"","0.819192","-0.128028","","0.819022","-0.128237","12.7834","-1.35191","-2.9413","-3.09707"
"","0.82513","-0.125059","","0.82496","-0.125268","12.8335","-1.34597","-2.94032","-3.09658"
"","0.831069","-0.12209","","0.830899","-0.122298","12.8837","-1.34003","-2.93934","-3.09609"
"","0.837008","-0.11912","","0.836838","-0.119329","12.9338","-1.33409","-2.93837","-3.0956"
"","0.842946","-0.116151","","0.842777","-0.116359","12.9839","-1.32815","-2.93739","-3.09512"
"","0.848885","-0.113182","","0.848716","-0.11339","13.034","-1.32221","-2.93641","-3.09463"
"","0.854824","-0.110212","","0.854655","-0.11042","13.0841","-1.31627","-2.93544","-3.09414"
"","0.860762","-0.107243","","0.860594","-0.107451","13.1342","-1.31033","-2.93446","-3.09365"
"","0.866701","-0.104274","","0.866533","-0.104481","13.1843","-1.30439","-2.93348","-3.09316"
"","0.87264","-0.101304","","0.872472","-0.101512","13.2344","-1.29845","-2.93251","-3.09267"
"","0.878578","-0.0983351","","0.878411","-0.0985424","13.2846","-1.29251","-2.93153","-3.09219"
"","0.884517","-0.0953657","","0.88435","-0.0955729","13.3347","-1.28657","-2.93055","-3.0917"
"","0.890456","-0.0923964","","0.890289","-0.0926035","13.3848","-1.28063","-2.92958","-3.09121"
"","0.896394","-0.0894271","","0.896228","-0.089634","13.4349","-1.27469","-2.9286","-3.09072"
"","0.902333","-0.0864577","","0.902167","-0.0866645","13.485","-1.26875","-2.92762","-3.09023"
"","0.908272","-0.0834884","","0.908105","-0.0836951","13.5351","-1.26281","-2.92665","-3.08974"
"","0.914211","-0.080519","","0.914044","-0.0807256","13.5852","-1.25687","-2.92567","-3.08926"
"","0.920149","-0.0775497","","0.919983","-0.0777562","13.6354","-1.25093","-2.92469","-3.08877"
"","0.926088","-0.0745803","","0.925922","-0.0747867","13.6855","-1.24498","-2.92372","-3.08828"
"","0.932027","-0.071611","","0.931861","-0.0718172","13.7356","-1.23904","-2.92274","-3.08779"
"","0.937965","-0.0686417","","0.9378","-0.0688478","13.7857","-1.2331","-2.92176","-3.0873"
"","0.943904","-0.0656723","","0.943739","-0.0658783","13.8358","-1.22716","-2.92079","-3.08681"
"","0.949843","-0.062703","","0.949678","-0.0629088","13.8859","-1.22122","-2.91981","-3.08633"
"","0.955781","-0.0597336","","0.955617","-0.0599394","13.936","-1.21528","-2.91883","-3.08584"
"","0.96172","-0.0567643","","0.961556","-0.0569699","13.9862","-1.20934","-2.91786","-3.08535"
"","0.967659","-0.0537949","","0.967495","-0.0540005","","-1.2034","-2.91688","-3.08486"
"","0.973597","-0.0508256","","0.973434","-0.051031","","-1.19746","-2.9159","-3.08437"
"","0.979536","-0.0478563","","0.979373","-0.0480615","","-1.19152","-2.91493","-3.08388"
"","0.985475","-0.0448869","","0.985311","-0.0450921","","-1.18558","-2.91395","-3.0834"
"","0.991413","-0.0419176","","0.99125","-0.0421226","","-1.17964","-2.91297","-3.08291"
"","0.997352","-0.0389482","","0.997189","-0.0391531","","-1.1737","-2.912","-3.08242"
"","1.00329","-0.0359789","","1.00313","-0.0361837","","-1.16776","-2.91102","-3.08193"
"","1.00923","-0.0330096","","1.00907","-0.0332142","","-1.16182","-2.91004","-3.08144"
"","1.01517","-0.0300402","","1.01501","-0.0302448","","-1.15588","-2.90907","-3.08096"
"","1.02111","-0.0270709","","1.02095","-0.0272753","","-1.14994","-2.90809","-3.08047"
"","1.02705","-0.0241015","","1.02688","-0.0243058","","-1.144","-2.90711","-3.07998"
"","1.03298","-0.0211322","","1.03282","-0.0213364","","-1.13806","-2.90614","-3.07949"
"","1.03892","-0.0181628","","1.03876","-0.0183669","","-1.13212","-2.90516","-3.079"
"","1.04486","-0.0151935","","1.0447","-0.0153974","","-1.12618","-2.90419","-3.07851"
"","1.0508","-0.0122242","","1.05064","-0.012428","","-1.12024","-2.90321","-3.07803"
"","1.05674","-0.00925482","","1.05658","-0.00945852","","-1.1143","-2.90223","-3.07754"
"","1.06268","-0.00628548","","1.06252","-0.00648906","","-1.10836","-2.90126","-3.07705"
"","1.06862","-0.00331613","","1.06846","-0.00351959","","-1.10242","-2.90028","-3.07656"
"","1.07455","-0.000346793","","1.0744","-0.000550132","","-1.09648","-2.8993","-3.07607"
"","1.08049","0.00262255","","1.08033","0.00241933","","-1.09054","-2.89833","-3.07558"
"","1.08643","0.00559189","","1.08627","0.00538879","","-1.08459","-2.89735","-3.0751"
"","1.09237","0.00856123","","1.09221","0.00835826","","-1.07865","-2.89637","-3.07461"
"","1.09831","0.0115306","","1.09815","0.0113277","","-1.07271","-2.8954","-3.07412"
"","1.10425","0.0144999","","1.10409","0.0142972","","-1.06677","-2.89442","-3.07363"
"","1.11019","0.0174693","","1.11003","0.0172666","","-1.06083","-2.89344","-3.07314"
"","1.11613","0.0204386","","1.11597","0.0202361","","-1.05489","-2.89247","-3.07265"
"","1.12206","0.0234079","","1.12191","0.0232056","","-1.04895","-2.89149","-3.07217"
"","1.128","0.0263773","","1.12785","0.026175","","-1.04301","-2.89051","-3.07168"
"","1.13394","0.0293466","","1.13378","0.0291445","","-1.03707","-2.88954","-3.07119"
"","1.13988","0.032316","","1.13972","0.032114","","-1.03113","-2.88856","-3.0707"
"","1.14582","0.0352853","","1.14566","0.0350834","","-1.02519","-2.88758","-3.07021"
"","1.15176","0.0382547","","1.1516","0.0380529","","-1.01925","-2.88661","-3.06972"
"","1.1577","0.041224","","1.15754","0.0410223","","-1.01331","-2.88563","-3.06924"
"","1.16364","0.0441933","","1.16348","0.0439918","","-1.00737","-2.88465","-3.06875"
"","1.16957","0.0471627","","1.16942","0.0469613","","-1.00143","-2.88368","-3.06826"
"","1.17551","0.050132","","1.17536","0.0499307","","-0.995489","-2.8827","-3.06777"
"","1.18145","0.0531014","","1.1813","0.0529002","","-0.989549","-2.88172","-3.06728"
"","1.18739","0.0560707","","1.18723","0.0558697","","-0.983608","-2.88075","-3.06679"
"","1.19333","0.05904","","1.19317","0.0588391","","-0.977668","-2.87977","-3.06631"
"","1.19927","0.0620094","","1.19911","0.0618086","","-0.971727","-2.87879","-3.06582"
"","1.20521","0.0649787","","1.20505","0.064778","","-0.965787","-2.87782","-3.06533"
"","1.21114","0.0679481","","1.21099","0.0677475","","-0.959847","-2.87684","-3.06484"
"","1.21708","0.0709174","","1.21693","0.070717","","-0.953906","-2.87586","-3.06435"
"","1.22302","0.0738868","","1.22287","0.0736864","","-0.947966","-2.87489","-3.06386"
"","1.22896","0.0768561","","1.22881","0.0766559","","-0.942025","-2.87391","-3.06338"
"","1.2349","0.0798254","","1.23475","0.0796254","","-0.936085","-2.87293","-3.06289"
"","1.24084","0.0827948","","1.24069","0.0825948","","-0.930145","-2.87196","-3.0624"
"","1.24678","0.0857641","","1.24662","0.0855643","","-0.924204","-2.87098","-3.06191"
"","1.25272","0.0887335","","1.25256","0.0885337","","-0.918264","-2.87","-3.06142"
"","1.25865","0.0917028","","1.2585","0.0915032","","-0.912324","-2.86903","-3.06094"
"","1.26459","0.0946721","","1.26444","0.0944727","","-0.906383","-2.86805","-3.06045"
"","1.27053","0.0976415","","1.27038","0.0974421","","-0.900443","-2.86707","-3.05996"
"","1.27647","0.100611","","1.27632","0.100412","","-0.894502","-2.8661","-3.05947"
"","1.28241","0.10358","","1.28226","0.103381","","-0.888562","-2.86512","-3.05898"
"","1.28835","0.10655","","1.2882","0.106351","","-0.882622","-2.86414","-3.05849"
"","1.29429","0.109519","","1.29414","0.10932","","-0.876681","-2.86317","-3.05801"
"","1.30022","0.112488","","1.30007","0.112289","","-0.870741","-2.86219","-3.05752"
"","1.30616","0.115458","","1.30601","0.115259","","-0.864801","-2.86121","-3.05703"
"","1.3121","0.118427","","1.31195","0.118228","","-0.85886","-2.86024","-3.05654"
"","1.31804","0.121396","","1.31789","0.121198","","-0.85292","-2.85926","-3.05605"
"","1.32398","0.124366","","1.32383","0.124167","","-0.846979","-2.85828","-3.05556"
"","1.32992","0.127335","","1.32977","0.127137","","-0.841039","-2.85731","-3.05508"
"","1.33586","0.130304","","1.33571","0.130106","","-0.835099","-2.85633","-3.05459"
"","1.3418","0.133274","","1.34165","0.133076","","-0.829158","-2.85536","-3.0541"
"","1.34773","0.136243","","1.34759","0.136045","","-0.823218","-2.85438","-3.05361"
"","1.35367","0.139212","","1.35352","0.139015","","-0.817277","-2.8534","-3.05312"
"","1.35961","0.142182","","1.35946","0.141984","","-0.811337","-2.85243","-3.05263"
"","1.36555","0.145151","","1.3654","0.144954","","-0.805397","-2.85145","-3.05215"
"","1.37149","0.14812","","1.37134","0.147923","","-0.799456","-2.85047","-3.05166"
"","1.37743","0.15109","","1.37728","0.150892","","-0.793516","-2.8495","-3.05117"
"","1.38337","0.154059","","1.38322","0.153862","","-0.787576","-2.84852","-3.05068"
"","1.38931","0.157028","","1.38916","0.156831","","-0.781635","-2.84754","-3.05019"
"","1.39524","0.159998","","1.3951","0.159801","","-0.775695","-2.84657","-3.0497"
"","1.40118","0.162967","","1.40104","0.16277","","-0.769754","-2.84559","-3.04922"
"","1.40712","0.165936","","1.40698","0.16574","","-0.763814","-2.84461","-3.04873"
"","1.41306","0.168906","","1.41291","0.168709","","-0.757874","-2.84364","-3.04824"
"","1.419","0.171875","","1.41885","0.171679","","-0.751933","-2.84266","-3.04775"
"","1.42494","0.174844","","1.42479","0.174648","","-0.745993","-2.84168","-3.04726"
"","1.43088","0.177814","","1.43073","0.177618","","-0.740053","-2.84071","-3.04677"
"","1.43681","0.180783","","1.43667","0.180587","","-0.734112","-2.83973","-3.04629"
"","1.44275","0.183752","","1.44261","0.183557","","-0.728172","-2.83875","-3.0458"
"","1.44869","0.186722","","1.44855","0.186526","","-0.722231","-2.83778","-3.04531"
"","1.45463","0.189691","","1.45449","0.189495","","-0.716291","-2.8368","-3.04482"
"","1.46057","0.19266","","1.46043","0.192465","","-0.710351","-2.83582","-3.04433"
"","1.46651","0.19563","","1.46636","0.195434","","-0.70441","-2.83485","-3.04385"
"","1.47245","0.198599","","1.4723","0.198404","","-0.69847","-2.83387","-3.04336"
"","1.47839","0.201568","","1.47824","0.201373","","-0.692529","-2.83289","-3.04287"
"","1.48432","0.204538","","1.48418","0.204343","","-0.686589","-2.83192","-3.04238"
"","1.49026","0.207507","","1.49012","0.207312","","-0.680649","-2.83094","-3.04189"
"","1.4962","0.210476","","1.49606","0.210282","","-0.674708","-2.82996","-3.0414"
"","1.50214","0.213446","","1.502","0.213251","","-0.668768","-2.82899","-3.04092"
"","1.50808","0.216415","","1.50794","0.216221","","-0.662828","-2.82801","-3.04043"
"","1.51402","0.219385","","1.51388","0.21919","","-0.656887","-2.82703","-3.03994"
"","1.51996","0.222354","","1.51981","0.22216","","-0.650947","-2.82606","-3.03945"
"","1.52589","0.225323","","1.52575","0.225129","","-0.645006","-2.82508","-3.03896"
"","1.53183","0.228293","","1.53169","0.228098","","-0.639066","-2.8241","-3.03847"
"","1.53777","0.231262","","1.53763","0.231068","","-0.633126","-2.82313","-3.03799"
"","1.54371","0.234231","","1.54357","0.234037","","-0.627185","-2.82215","-3.0375"
"","1.54965","0.237201","","1.54951","0.237007","","-0.621245","-2.82117","-3.03701"
